event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),campaign_name,start_date,end_date,product_name,category,city
a107c4,STVJD-0,CAMP_SAN_01,P05,55,25% OFF,16,14,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Vijayawada
f9b0ef,STVJD-0,CAMP_DIW_01,P05,55,25% OFF,56,54,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Vijayawada
d2b963,STVJD-0,CAMP_SAN_01,P14,1020,BOGOF,48,187,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,Vijayawada
4cd232,STVJD-0,CAMP_DIW_01,P14,1020,BOGOF,28,92,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,Home Appliances,Vijayawada
60ba75,STVJD-0,CAMP_SAN_01,P13,350,BOGOF,60,234,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Vijayawada
1f03e5,STVJD-0,CAMP_DIW_01,P13,350,BOGOF,45,157,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Vijayawada
4.47E+06,STVJD-0,CAMP_SAN_01,P04,370,BOGOF,253,1017,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Vijayawada
35701b,STVJD-0,CAMP_DIW_01,P04,290,25% OFF,192,188,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Vijayawada
baecfe,STVJD-0,CAMP_SAN_01,P12,62,50% OFF,31,43,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Vijayawada
dead78,STVJD-0,CAMP_DIW_01,P12,62,50% OFF,68,90,Diwali,12-11-2023,18-11-2023,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Vijayawada
353060,STBLR-7,CAMP_SAN_01,P11,190,50% OFF,45,73,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Bengaluru
30b66a,STBLR-7,CAMP_DIW_01,P11,190,50% OFF,84,131,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Bengaluru
ba0b3e,STBLR-7,CAMP_SAN_01,P07,300,BOGOF,40,165,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,Bengaluru
7a2a47,STBLR-7,CAMP_DIW_01,P07,300,BOGOF,64,254,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,Home Care,Bengaluru
ea384f,STBLR-7,CAMP_SAN_01,P10,50,25% OFF,40,33,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Bengaluru
08086d,STBLR-7,CAMP_DIW_01,P10,65,50% OFF,120,188,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Bengaluru
68c31e,STBLR-7,CAMP_SAN_01,P08,1190,BOGOF,54,235,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,Bengaluru
4a42f9,STBLR-7,CAMP_DIW_01,P08,1190,BOGOF,49,186,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care,Bengaluru
0c9f61,STBLR-7,CAMP_SAN_01,P03,200,BOGOF,433,1883,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,Bengaluru
1a1edd,STBLR-7,CAMP_DIW_01,P03,156,25% OFF,343,301,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples,Bengaluru
7d9576,STBLR-7,CAMP_SAN_01,P15,3000,500 Cashback,120,345,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,Bengaluru
c95efb,STBLR-7,CAMP_DIW_01,P15,3000,500 Cashback,416,1389,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,Bengaluru
4cc388,STBLR-7,CAMP_SAN_01,P02,860,33% OFF,526,799,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Bengaluru
3ea719,STBLR-7,CAMP_DIW_01,P02,860,33% OFF,336,577,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Bengaluru
6e412f,STBLR-7,CAMP_SAN_01,P06,415,25% OFF,34,28,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,Bengaluru
861116,STBLR-7,CAMP_DIW_01,P06,415,25% OFF,96,84,Diwali,12-11-2023,18-11-2023,Atliq_Fusion_Container_Set_of_3,Home Care,Bengaluru
d180ef,STBLR-7,CAMP_SAN_01,P01,172,33% OFF,341,531,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,Bengaluru
1e5c85,STBLR-7,CAMP_DIW_01,P01,172,33% OFF,341,606,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples,Bengaluru
8e97d1,STBLR-7,CAMP_SAN_01,P09,90,25% OFF,72,58,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Bengaluru
e716e7,STBLR-7,CAMP_DIW_01,P09,110,50% OFF,78,117,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Bengaluru
7f6f08,STBLR-7,CAMP_SAN_01,P05,55,25% OFF,24,20,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Bengaluru
4f570c,STBLR-7,CAMP_DIW_01,P05,55,25% OFF,122,107,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Bengaluru
4858ab,STBLR-7,CAMP_SAN_01,P14,1020,BOGOF,124,514,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,Bengaluru
a40872,STBLR-7,CAMP_DIW_01,P14,1020,BOGOF,47,189,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,Home Appliances,Bengaluru
bfb2b4,STBLR-7,CAMP_SAN_01,P13,350,BOGOF,133,559,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Bengaluru
af2b25,STBLR-7,CAMP_DIW_01,P13,350,BOGOF,85,338,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Bengaluru
7704c2,STBLR-7,CAMP_SAN_01,P04,370,BOGOF,382,1638,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Bengaluru
dcaeaa,STBLR-7,CAMP_DIW_01,P04,290,25% OFF,276,242,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Bengaluru
65f85a,STBLR-7,CAMP_SAN_01,P12,62,50% OFF,58,92,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Bengaluru
8f2264,STBLR-7,CAMP_DIW_01,P12,62,50% OFF,124,184,Diwali,12-11-2023,18-11-2023,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Bengaluru
debbd7,STCBE-0,CAMP_SAN_01,P11,190,50% OFF,45,72,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Coimbatore
bcffbb,STCBE-0,CAMP_DIW_01,P11,190,50% OFF,36,56,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Coimbatore
0f2c3a,STCBE-0,CAMP_SAN_01,P07,300,BOGOF,30,117,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,Coimbatore
11178a,STCBE-0,CAMP_DIW_01,P07,300,BOGOF,36,118,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,Home Care,Coimbatore
aa1bbd,STCBE-0,CAMP_SAN_01,P10,50,25% OFF,25,22,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Coimbatore
3426bd,STCBE-0,CAMP_DIW_01,P10,65,50% OFF,80,124,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Coimbatore
40baa1,STCBE-0,CAMP_SAN_01,P08,1190,BOGOF,42,167,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,Coimbatore
e5db3d,STCBE-0,CAMP_DIW_01,P08,1190,BOGOF,29,98,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care,Coimbatore
dee3e9,STCBE-0,CAMP_SAN_01,P03,200,BOGOF,384,1509,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,Coimbatore
9a425b,STCBE-0,CAMP_DIW_01,P03,156,25% OFF,276,267,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples,Coimbatore
87bb82,STCBE-0,CAMP_SAN_01,P15,3000,500 Cashback,126,275,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,Coimbatore
70e65e,STCBE-0,CAMP_DIW_01,P15,3000,500 Cashback,320,937,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,Coimbatore
b5b0f5,STCBE-0,CAMP_SAN_01,P02,860,33% OFF,399,586,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Coimbatore
fd5955,STCBE-0,CAMP_DIW_01,P02,860,33% OFF,313,541,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Coimbatore
00af86,STCBE-0,CAMP_SAN_01,P06,415,25% OFF,15,14,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,Coimbatore
b17f27,STCBE-0,CAMP_DIW_01,P06,415,25% OFF,59,56,Diwali,12-11-2023,18-11-2023,Atliq_Fusion_Container_Set_of_3,Home Care,Coimbatore
b68b77,STCBE-0,CAMP_SAN_01,P01,172,33% OFF,244,368,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,Coimbatore
6422b4,STCBE-0,CAMP_DIW_01,P01,172,33% OFF,255,425,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples,Coimbatore
d04bc1,STCBE-0,CAMP_SAN_01,P09,90,25% OFF,49,46,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Coimbatore
7c51b1,STCBE-0,CAMP_DIW_01,P09,110,50% OFF,59,89,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Coimbatore
feadc3,STCBE-0,CAMP_SAN_01,P05,55,25% OFF,21,19,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Coimbatore
f60d93,STCBE-0,CAMP_DIW_01,P05,55,25% OFF,78,75,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Coimbatore
5dda21,STCBE-0,CAMP_SAN_01,P14,1020,BOGOF,69,274,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,Coimbatore
108d5a,STCBE-0,CAMP_DIW_01,P14,1020,BOGOF,29,101,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,Home Appliances,Coimbatore
f90ae9,STCBE-0,CAMP_SAN_01,P13,350,BOGOF,82,323,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Coimbatore
17d5c1,STCBE-0,CAMP_DIW_01,P13,350,BOGOF,52,173,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Coimbatore
fd48ff,STCBE-0,CAMP_SAN_01,P04,370,BOGOF,367,1423,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Coimbatore
35463c,STCBE-0,CAMP_DIW_01,P04,290,25% OFF,211,202,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Coimbatore
8829ef,STCBE-0,CAMP_SAN_01,P12,62,50% OFF,39,61,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Coimbatore
a9ae21,STCBE-0,CAMP_DIW_01,P12,62,50% OFF,80,119,Diwali,12-11-2023,18-11-2023,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Coimbatore
3181a7,STCBE-1,CAMP_SAN_01,P11,190,50% OFF,28,31,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Coimbatore
34e00a,STCBE-1,CAMP_DIW_01,P11,190,50% OFF,61,65,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Coimbatore
6d863b,STCBE-1,CAMP_SAN_01,P07,300,BOGOF,40,155,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,Coimbatore
20d916,STCBE-1,CAMP_DIW_01,P07,300,BOGOF,57,188,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,Home Care,Coimbatore
38ebfb,STCBE-1,CAMP_SAN_01,P10,50,25% OFF,27,20,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Coimbatore
20eb36,STCBE-1,CAMP_DIW_01,P10,65,50% OFF,80,92,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Coimbatore
d3f755,STCBE-1,CAMP_SAN_01,P08,1190,BOGOF,43,171,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,Coimbatore
fc9ab7,STCBE-1,CAMP_DIW_01,P08,1190,BOGOF,40,140,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care,Coimbatore
291ddf,STCBE-1,CAMP_SAN_01,P03,200,BOGOF,267,1054,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,Coimbatore
0ba095,STCBE-1,CAMP_DIW_01,P03,156,25% OFF,274,210,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples,Coimbatore
9d9a6c,STCBE-1,CAMP_SAN_01,P15,3000,500 Cashback,82,190,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,Coimbatore
a1503f,STCBE-1,CAMP_DIW_01,P15,3000,500 Cashback,329,1000,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,Coimbatore
97ad03,STCBE-1,CAMP_SAN_01,P02,860,33% OFF,379,462,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Coimbatore
b6b840,STCBE-1,CAMP_DIW_01,P02,860,33% OFF,244,312,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Coimbatore
365da3,STCBE-1,CAMP_SAN_01,P06,415,25% OFF,21,15,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,Coimbatore
bff226,STCBE-1,CAMP_DIW_01,P06,415,25% OFF,57,44,Diwali,12-11-2023,18-11-2023,Atliq_Fusion_Container_Set_of_3,Home Care,Coimbatore
166989,STCBE-1,CAMP_SAN_01,P01,172,33% OFF,169,206,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,Coimbatore
73211e,STCBE-1,CAMP_DIW_01,P01,172,33% OFF,182,223,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples,Coimbatore
57d06d,STCBE-1,CAMP_SAN_01,P09,90,25% OFF,54,39,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Coimbatore
4d9f1a,STCBE-1,CAMP_DIW_01,P09,110,50% OFF,59,69,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Coimbatore
e89f85,STCBE-1,CAMP_SAN_01,P05,55,25% OFF,25,18,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Coimbatore
d4ccb5,STCBE-1,CAMP_DIW_01,P05,55,25% OFF,61,50,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Coimbatore
6562df,STCBE-1,CAMP_SAN_01,P14,1020,BOGOF,78,310,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,Coimbatore
2db607,STCBE-1,CAMP_DIW_01,P14,1020,BOGOF,40,136,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,Home Appliances,Coimbatore
5760fd,STCBE-1,CAMP_SAN_01,P13,350,BOGOF,87,346,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Coimbatore
fa0c0c,STCBE-1,CAMP_DIW_01,P13,350,BOGOF,40,132,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Coimbatore
c24879,STCBE-1,CAMP_SAN_01,P04,370,BOGOF,370,1439,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Coimbatore
0842b9,STCBE-1,CAMP_DIW_01,P04,290,25% OFF,227,172,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Coimbatore
42a404,STCBE-1,CAMP_SAN_01,P12,62,50% OFF,42,48,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Coimbatore
8d7458,STCBE-1,CAMP_DIW_01,P12,62,50% OFF,98,109,Diwali,12-11-2023,18-11-2023,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Coimbatore
b97eb0,STBLR-2,CAMP_SAN_01,P11,190,50% OFF,49,68,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Bengaluru
578a67,STBLR-2,CAMP_DIW_01,P11,190,50% OFF,101,131,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Bengaluru
c3bbcc,STBLR-2,CAMP_SAN_01,P07,300,BOGOF,31,122,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,Bengaluru
b97dfe,STBLR-2,CAMP_DIW_01,P07,300,BOGOF,56,196,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,Home Care,Bengaluru
16fb87,STBLR-2,CAMP_SAN_01,P10,50,25% OFF,37,31,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Bengaluru
28acbc,STBLR-2,CAMP_DIW_01,P10,65,50% OFF,105,132,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Bengaluru
1cfaa8,STBLR-2,CAMP_SAN_01,P08,1190,BOGOF,43,166,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,Bengaluru
fc7056,STBLR-2,CAMP_DIW_01,P08,1190,BOGOF,40,135,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care,Bengaluru
bb974d,STBLR-2,CAMP_SAN_01,P03,200,BOGOF,307,1200,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,Bengaluru
32b8a7,STBLR-2,CAMP_DIW_01,P03,156,25% OFF,378,343,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples,Bengaluru
f98db5,STBLR-2,CAMP_SAN_01,P15,3000,500 Cashback,129,279,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,Bengaluru
879d9a,STBLR-2,CAMP_DIW_01,P15,3000,500 Cashback,318,915,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,Bengaluru
02b894,STBLR-2,CAMP_SAN_01,P02,860,33% OFF,477,658,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Bengaluru
6909d3,STBLR-2,CAMP_DIW_01,P02,860,33% OFF,390,585,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Bengaluru
8ff2bb,STBLR-2,CAMP_SAN_01,P06,415,25% OFF,40,33,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,Bengaluru
27c86c,STBLR-2,CAMP_DIW_01,P06,415,25% OFF,92,81,Diwali,12-11-2023,18-11-2023,Atliq_Fusion_Container_Set_of_3,Home Care,Bengaluru
fe68f2,STBLR-2,CAMP_SAN_01,P01,172,33% OFF,304,428,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,Bengaluru
ed2257,STBLR-2,CAMP_DIW_01,P01,172,33% OFF,358,529,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples,Bengaluru
591730,STBLR-2,CAMP_SAN_01,P09,90,25% OFF,64,53,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Bengaluru
ddddb3,STBLR-2,CAMP_DIW_01,P09,110,50% OFF,103,136,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Bengaluru
5c8834,STBLR-2,CAMP_SAN_01,P05,55,25% OFF,24,19,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Bengaluru
42ba27,STBLR-2,CAMP_DIW_01,P05,55,25% OFF,115,101,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Bengaluru
ef6d6d,STBLR-2,CAMP_SAN_01,P14,1020,BOGOF,88,346,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,Bengaluru
c48008,STBLR-2,CAMP_DIW_01,P14,1020,BOGOF,47,162,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,Home Appliances,Bengaluru
407f1c,STBLR-2,CAMP_SAN_01,P13,350,BOGOF,117,469,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Bengaluru
5db3e3,STBLR-2,CAMP_DIW_01,P13,350,BOGOF,78,274,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Bengaluru
6e79d3,STBLR-2,CAMP_SAN_01,P04,370,BOGOF,373,1439,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Bengaluru
8819fd,STBLR-2,CAMP_DIW_01,P04,290,25% OFF,350,304,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Bengaluru
23421e,STBLR-2,CAMP_SAN_01,P12,62,50% OFF,54,77,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Bengaluru
ed0d01,STBLR-2,CAMP_DIW_01,P12,62,50% OFF,108,145,Diwali,12-11-2023,18-11-2023,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Bengaluru
c3ae5a,STBLR-1,CAMP_SAN_01,P11,190,50% OFF,39,55,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Bengaluru
edac38,STBLR-1,CAMP_DIW_01,P11,190,50% OFF,70,93,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Bengaluru
37cb87,STBLR-1,CAMP_SAN_01,P07,300,BOGOF,46,115,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,Bengaluru
652101,STBLR-1,CAMP_DIW_01,P07,300,BOGOF,61,189,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,Home Care,Bengaluru
2c7cc7,STBLR-1,CAMP_SAN_01,P10,50,25% OFF,28,24,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Bengaluru
69557f,STBLR-1,CAMP_DIW_01,P10,65,50% OFF,106,137,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Bengaluru
a9ee19,STBLR-1,CAMP_SAN_01,P08,1190,BOGOF,58,158,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,Bengaluru
a55960,STBLR-1,CAMP_DIW_01,P08,1190,BOGOF,50,149,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care,Bengaluru
a7fecb,STBLR-1,CAMP_SAN_01,P03,200,BOGOF,361,963,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,Bengaluru
18c9f4,STBLR-1,CAMP_DIW_01,P03,156,25% OFF,385,369,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples,Bengaluru
c55ec9,STBLR-1,CAMP_SAN_01,P15,3000,500 Cashback,136,220,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,Bengaluru
802b3c,STBLR-1,CAMP_DIW_01,P15,3000,500 Cashback,369,1007,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,Bengaluru
0013db,STBLR-1,CAMP_SAN_01,P02,860,33% OFF,435,622,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Bengaluru
96a556,STBLR-1,CAMP_DIW_01,P02,860,33% OFF,358,537,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Bengaluru
53a947,STBLR-1,CAMP_SAN_01,P06,415,25% OFF,39,36,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,Bengaluru
9ff8d2,STBLR-1,CAMP_DIW_01,P06,415,25% OFF,87,82,Diwali,12-11-2023,18-11-2023,Atliq_Fusion_Container_Set_of_3,Home Care,Bengaluru
d953a5,STBLR-1,CAMP_SAN_01,P01,172,33% OFF,297,418,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,Bengaluru
42b041,STBLR-1,CAMP_DIW_01,P01,172,33% OFF,357,514,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples,Bengaluru
5ae6d6,STBLR-1,CAMP_SAN_01,P09,90,25% OFF,82,74,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Bengaluru
3ec68b,STBLR-1,CAMP_DIW_01,P09,110,50% OFF,73,95,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Bengaluru
